id	name	pretty_name	so_terms	rna_type	description	seed_count	full_count	clan_id	length
RF01068	mini-ykkC	mini-ykkC RNA motif	SO:0005836	Cis-reg;	NULL	72	692	NULL	48
RF01069	purD	purD RNA motif	SO:0005836	Cis-reg;	NULL	21	56	NULL	125
RF01070	sucA	SucA RNA motif	SO:0005836	Cis-reg;	NULL	35	169	NULL	83
RF01071	OLE	Ornate Large Extremophilic RNA	SO:0001263	Gene;	NULL	20	207	NULL	616
RF01072	TMV_UPD-PK3	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	25	8	NULL	31
RF01073	GP_knot1	Gag/pol translational readthrough site	SO:0005836	Cis-reg;	NULL	7	3469	NULL	62
RF01074	RF_site1	Putative RNA-dependent RNA polymerase ribosomal frameshift site	SO:0005836	Cis-reg; frameshift_element;	NULL	4	1	NULL	40
RF01075	TLS-PK1	Pseudoknot of tRNA-like structure	SO:0005836	Cis-reg;	NULL	2	3	NULL	97
RF01076	RF_site2	Polymerase ribosomal frameshift site	SO:0005836	Cis-reg; frameshift_element;	NULL	2	2	NULL	72
RF01077	TLS-PK2	Pseudoknot of tRNA-like structure	SO:0005836	Cis-reg;	NULL	4	2	NULL	66
RF01078	PK-PYVV	3'-terminal pseudoknot in PYVV	SO:0005836	Cis-reg;	NULL	3	3	NULL	58
RF01079	RF_site3	Putative RNA-dependent RNA polymerase ribosomal frameshift site	SO:0005836	Cis-reg; frameshift_element;	NULL	2	1	NULL	39
RF01080	UPD-PKib	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	4	2	NULL	32
RF01081	SBWMV1_UPD-PKe	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	3	3	NULL	26
RF01082	SBWMV1_UPD-PKh	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	3	NULL	25
RF01083	UPD-PK2	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	4	5	NULL	21
RF01084	TLS-PK3	Pseudoknot of tRNA-like structure	SO:0005836	Cis-reg;	NULL	8	15	NULL	130
RF01085	TLS-PK4	Pseudoknot of tRNA-like structure	SO:0005836	Cis-reg;	NULL	2	3	NULL	118
RF01087	PK-repZ	Pseudoknot of the regulatory region of the repZ gene	SO:0005836	Cis-reg;	NULL	6	11	NULL	150
RF01088	TLS-PK5	Pseudoknot of tRNA-like structure	SO:0005836	Cis-reg;	NULL	3	1	NULL	68
RF01089	PK-repBA	Pseudoknot of the regulatory region of the repBA gene	SO:0005836	Cis-reg;	NULL	7	32	NULL	124
RF01090	RF_site4	Edr gene ribosomal frameshift signal	SO:0005836	Cis-reg; frameshift_element;	NULL	7	37	NULL	66
RF01091	PK-SPCSV	3'-terminal pseudoknot in SPCSV	SO:0005836	Cis-reg;	NULL	2	1	NULL	61
RF01092	GP_knot2	Gag/pol translational readthrough site	SO:0005836	Cis-reg;	NULL	2	6	NULL	61
RF01093	RF_site5	Ma3 gene ribosomal frameshift signal	SO:0005836	Cis-reg; frameshift_element;	NULL	12	104	NULL	60
RF01094	RF_site6	Polymerase ribosomal frameshift site	SO:0005836	Cis-reg; frameshift_element;	NULL	2	2	NULL	118
RF01095	PK-CuYV_BPYV	3'-terminal pseudoknot of CuYV/BPYV	SO:0005836	Cis-reg;	NULL	2	1	NULL	56
RF01096	PK-HAV	HepA virus 3'-terminal pseudoknot	SO:0005836	Cis-reg;	NULL	2	1	NULL	56
RF01097	RF_site8	Gag/pro ribosomal frameshift site	SO:0005836	Cis-reg; frameshift_element;	NULL	4	983	NULL	52
RF01098	RF_site9	Gag/pro ribosomal frameshift site	SO:0005836	Cis-reg; frameshift_element;	NULL	2	4	NULL	50
RF01099	PK-IAV	Pseudoknot of influenza A virus gene	SO:0005836	Cis-reg;	NULL	32	11	NULL	48
RF01100	PK-BYV	3'-terminal pseudoknot in BYV	SO:0005836	Cis-reg;	NULL	2	1	NULL	40
RF01101	TLS-PK6	Pseudoknot of tRNA-like structure	SO:0005836	Cis-reg;	NULL	3	2	NULL	40
RF01102	PK1-TEV_CVMV	5'-leader pseudoknot of TEV/CVMV	SO:0005836	Cis-reg; leader;	NULL	2	1	NULL	37
RF01103	UPD-PKc	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	1	NULL	29
RF01104	SBWMV2_UPD-PKb	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	3	2	NULL	29
RF01105	SBWMV2_UPD-PKl	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	2	NULL	27
RF01106	SBWMV1_UPD-PKb	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	2	NULL	25
RF01107	SBRMV1_UPD-PKf	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	1	NULL	27
RF01108	BMV3_UPD-PK1	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	1	NULL	26
RF01109	SBRMV1_UPD-PKd	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	1	NULL	21
RF01111	SBWMV2_UPD-PKk	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	4	2	NULL	21
RF01113	BMV3_UPD-PK3	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	3	NULL	23
RF01114	TMV_UPD-PK1	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	SO:0005836	Cis-reg;	NULL	2	2	NULL	22
RF01116	Yfr1	Cyanobacterial functional RNA 1	SO:0001263	Gene; sRNA;	NULL	37	102	NULL	59
RF01117	ciona-mir-92	Ciona microRNA mir-92	SO:0001244	Gene; miRNA;	NULL	2	3	NULL	81
RF01119	sR32	Small nucleolar RNA sR32	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	3	NULL	57
RF01120	sR33	Small nucleolar RNA sR33	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	7	NULL	55
RF01121	sR38	Small nucleolar RNA sR38	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	3	NULL	59
RF01122	sR39	Small nucleolar RNA sR39	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	9	NULL	56
RF01123	sR35	Small nucleolar RNA sR35	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	1	NULL	57
RF01124	sR36	Small nucleolar RNA sR36	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	8	NULL	55
RF01125	sR4	Small nucleolar RNA sR4	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	1	NULL	56
RF01126	sR41	Small nucleolar RNA sR41	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	7	14	NULL	53
RF01127	sR42	Small nucleolar RNA sR42	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	2	NULL	63
RF01128	sR43	Small nucleolar RNA sR42	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	6	9	NULL	57
RF01129	sR44	Small nucleolar RNA sR44	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	1	NULL	55
RF01130	sR46	Small nucleolar RNA sR46	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	7	8	NULL	56
RF01131	sR47	Small nucleolar RNA sR47	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	17	NULL	55
RF01132	sR48	Small nucleolar RNA sR48	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	2	NULL	59
RF01133	sR3	Small nucleolar RNA sR3	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	19	47	NULL	55
RF01134	sR30	Small nucleolar RNA sR30	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	7	NULL	57
RF01135	sR24	Small nucleolar RNA sR24	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	3	NULL	55
RF01136	sR28	Small nucleolar RNA sR28	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	6	11	NULL	55
RF01137	sR21	Small nucleolar RNA sR21	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	2	NULL	67
RF01138	sR23	Small nucleolar RNA sR23	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	6	9	NULL	54
RF01139	sR2	Small nucleolar RNA sR2	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	13	NULL	57
RF01140	sR20	Small nucleolar RNA sR20	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	6	7	NULL	56
RF01141	sR18	Small nucleolar RNA sR18	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	3	NULL	56
RF01142	sR19	Small nucleolar RNA sR19	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	2	NULL	63
RF01143	sR16	Small nucleolar RNA sR16	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	1	NULL	53
RF01144	sR17	Small nucleolar RNA sR17	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	6	NULL	55
RF01145	sR14	Small nucleolar RNA sR14	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	10	NULL	54
RF01146	sR15	Small nucleolar RNA sR15	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	2	NULL	65
RF01147	sR12	Small nucleolar RNA sR12	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	5	NULL	55
RF01149	sR10	Small nucleolar RNA sR10	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	3	NULL	54
RF01150	sR11	Small nucleolar RNA sR11	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	6	NULL	57
RF01151	snoU82P	Small nucleolar RNA U82P	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	14	44	NULL	55
RF01152	sR1	Small nucleolar RNA sR1	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	12	20	NULL	57
RF01153	sn3060	Small nucleolar RNA sn3060	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	10	NULL	67
RF01155	snoR101	Small nucleolar RNA snoR101	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	117	NULL	66
RF01156	SNORD123	Small nucleolar RNA SNORD123	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	12	88	NULL	70
RF01157	sn1185	Small nucleolar RNA sn1185	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	6	NULL	66
RF01158	SNORD108	Small nucleolar RNA SNORD108	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	16	NULL	71
RF01159	snoU18	Small nucleolar RNA U18	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	16	49	CL00047	71
RF01160	sn2841	Small nucleolar RNA sn2841	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	12	NULL	72
RF01161	SNORD5	Small nucleolar RNA SNORD5	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	20	109	NULL	72
RF01162	sn668	Small nucleolar RNA sn668	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	6	19	NULL	65
RF01163	snoR64a	Small nucleolar RNA snoR64a	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	56	NULL	77
RF01164	SNORD107	Small nucleolar RNA SNORD107	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	13	37	NULL	74
RF01165	sn2317	Small nucleolar RNA sn2317	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	5	NULL	70
RF01166	sn3071	Small nucleolar RNA sn3071	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	12	NULL	77
RF01167	sn2429	Small nucleolar RNA sn2429	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	5	NULL	77
RF01168	SNORD126	Small nucleolar RNA SNORD126	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	6	48	NULL	77
RF01169	SNORD112	Small nucleolar RNA SNORD112	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	13	53	CL00069	77
RF01170	snoU61	Small nucleolar RNA U61	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	86	CL00067	84
RF01171	snoR4	Small nucleolar RNA snoR4	SO:0001263	Gene; snRNA; snoRNA; CD-box;	This model is based on the Medicago trunculata homolog of Arabidposis thaliana snoR4 which is included in Rfam model RF00147 (along with mouse and other species). This sequence was obtained from the plant snoRNA database.	2	1	NULL	80
RF01172	sn2343	Small nucleolar RNA sn2343	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	5	NULL	78
RF01173	snoU105B	Small nucleolar RNA U105B	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	13	31	CL00075	80
RF01174	snoU43	Small nucleolar RNA U43	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	11	35	NULL	79
RF01175	snoU83D	Small nucleolar RNA U83	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	11	NULL	81
RF01176	snR78	Small nucleolar RNA snR78	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	30	CL00063	82
RF01177	snR67	Small nucleolar RNA snR67	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	16	58	CL00053	83
RF01178	snoR77Y	Small nucleolar RNA snoR77Y	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	21	152	CL00057	85
RF01179	snoU83	Small nucleolar RNA U83	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	7	71	NULL	84
RF01180	snoR110	Small nucleolar RNA snoR110	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	2	23	NULL	89
RF01181	snR77	Small nucleolar RNA snR77	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	15	60	CL00057	83
RF01182	SNORD11	Small nucleolar RNA SNORD11	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	19	108	CL00103	84
RF01183	SNORD19B	Small nucleolar RNA SNORD19B	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	17	42	CL00048	84
RF01184	snR79	Small nucleolar RNA snR79	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	18	57	NULL	89
RF01185	snR75	Small nucleolar RNA snR75	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	61	384	CL00045	87
RF01186	SNORD127	Small nucleolar RNA SNORD127	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	13	94	NULL	86
RF01188	snR56	Small nucleolar RNA snR56	SO:0001263	Gene; snRNA; snoRNA; CD-box;	Checked in using file	16	76	CL00049	85
RF01189	sn1502	Small nucleolar RNA sn1502	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	5	NULL	87
RF01190	snR50	Small nucleolar RNA snR50	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	11	NULL	89
RF01191	SNORD121A	Small nucleolar RNA SNORD121A	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	26	177	NULL	82
RF01192	SNORD11B	Small nucleolar RNA SNORD11B	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	37	105	CL00103	87
RF01193	snoR20a	Small nucleolar RNA snoR20a	SO:0001263	Gene; snRNA; snoRNA; CD-box;	This family is based on the Oryza sativum homolog of Arabidposis thaliana snoR20 (which is included in model RF00351). The O.sativum sequence was obtained from the plant snoRNA database. The name originally given to the O.sativum homolog in PMID:12736310 is Z160a.	5	83	NULL	90
RF01194	sn2903	Small nucleolar RNA sn2903	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	21	CL00066	91
RF01195	snR52	Small nucleolar RNA snR52	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	30	NULL	92
RF01196	snoZ30a	Small nucleolar RNA Z30a	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	10	11	NULL	92
RF01197	snR39	Small nucleolar RNA snR39	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	38	CL00054	95
RF01198	snoR69Y	Small nucleolar RNA snoR69Y	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	7	153	CL00051	99
RF01199	snR58	Small nucleolar RNA snR58	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	9	CL00077	97
RF01200	SNORD125	Small nucleolar RNA SNORD125	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	16	82	CL00067	97
RF01201	snR40	Small nucleolar RNA snR40	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	18	52	CL00054	93
RF01202	sn2991	Small nucleolar RNA sn2991	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	7	NULL	98
RF01203	snR47	Small nucleolar RNA snR47	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	17	56	CL00051	96
RF01204	snR65	Small nucleolar RNA snR65	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	22	NULL	100
RF01205	snR62	Small nucleolar RNA snR62	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	10	CL00055	100
RF01206	snoR109	Small nucleolar RNA snoR109	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	6	119	NULL	92
RF01207	snR73	Small nucleolar RNA snR73	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	205	CL00056	103
RF01208	snoR99	Small nucleolar RNA snoR99	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	9	166	NULL	106
RF01209	snR76	Small nucleolar RNA snR76	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	15	62	CL00071	101
RF01210	snoU13	Small nucleolar RNA U13	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	34	5847	CL00081	104
RF01211	SNORD124	Small nucleolar RNA SNORD124	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	18	50	NULL	104
RF01212	sn2524	Small nucleolar RNA sn2524	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	41	NULL	109
RF01213	snoR103	Small nucleolar RNA snoR103	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	11	215	NULL	106
RF01214	snR51	Small nucleolar RNA snR51	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	17	102	CL00058	100
RF01215	snoR97	Small nucleolar RNA snoR97	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	7	182	NULL	106
RF01216	snR87	Small nucleolar RNA snR87	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	35	CL00046	109
RF01218	snR41	Small nucleolar RNA snR41	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	18	57	CL00068	111
RF01219	snoR100	Small nucleolar RNA snoR100	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	9	171	NULL	116
RF01220	snoR104	Small nucleolar RNA snoR104	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	8	171	NULL	118
RF01221	snoU6-47	Small nucleolar RNA U6-47	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	11	NULL	132
RF01222	sn2417	Small nucleolar RNA sn2417	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	6	NULL	123
RF01223	snR13	Small nucleolar RNA snR13	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	2	49	CL00045	124
RF01224	snoR80	Small nucleolar RNA snoR80	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	9	180	CL00038	129
RF01225	ACA64	Small nucleolar RNA ACA64	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	30	203	NULL	128
RF01226	snoZ5	Small nucleolar RNA Z5	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	11	CL00045	113
RF01227	snoR83	Small nucleolar RNA snoR83	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	7	174	NULL	129
RF01228	snoR111	Small nucleolar RNA snoR111	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	6	109	NULL	128
RF01229	SNORA84	Small nucleolar RNA SNORA84	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	28	122	NULL	134
RF01230	snoR77	Small nucleolar RNA snoR77	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	159	NULL	131
RF01231	snoR74	Small nucleolar RNA snoR74	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	9	303	NULL	134
RF01232	snoR442	Small nucleolar RNA R442	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	10	12	NULL	46
RF01233	snoU109	Small nucleolar RNA U109	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	26	317	NULL	134
RF01234	SNORA47	Small nucleolar RNA SNORA47	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	20	114	NULL	138
RF01235	snR68	Small nucleolar RNA snR68	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	9	CL00079	137
RF01236	snoU19	Small nucleolar RNA U19	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	3	88	NULL	144
RF01237	snR161	Small nucleolar RNA snR161	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	10	26	CL00036	165
RF01238	snR70	Small nucleolar RNA snR70	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	9	25	CL00059	165
RF01239	snR49	Small nucleolar RNA snR49	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	6	45	CL00038	170
RF01240	snR85	Small nucleolar RNA snR85	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	26	CL00024	180
RF01241	SNORA81	Small nucleolar RNA SNORA81	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	28	212	NULL	179
RF01242	snR36	Small nucleolar RNA snR36	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	10	261	CL00035	180
RF01243	snR33	Small nucleolar RNA snR33	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	14	CL00027	183
RF01244	snR4	Small nucleolar RNA snR4	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	5	32	NULL	187
RF01245	snR9	Small nucleolar RNA snR9	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	11	CL00036	187
RF01246	snR81	Small nucleolar RNA snR81	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	3	9	CL00025	188
RF01247	snR32	Small nucleolar RNA snR32	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	11	80	NULL	191
RF01248	snR8	Small nucleolar RNA snR8	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	11	58	CL00039	184
RF01249	snR190	Small nucleolar RNA snR190	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	10	36	CL00044	198
RF01250	snR189	Small nucleolar RNA snR189	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	4	20	CL00021	193
RF01251	snR3	Small nucleolar RNA snR3	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	4	52	CL00040	193
RF01252	snR5	Small nucleolar RNA snR5	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	11	55	CL00038	196
RF01253	snR46	Small nucleolar RNA snR46	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	6	52	CL00021	197
RF01254	snR34	Small nucleolar RNA snR34	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	4	38	CL00042	206
RF01255	snR35	Small nucleolar RNA snR35	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	11	54	CL00028	204
RF01256	snR43	Small nucleolar RNA snR43	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	20	58	CL00027	207
RF01257	snR31	Small nucleolar RNA snR31	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	8	33	CL00026	223
RF01258	snR10	Small nucleolar RNA snR10	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	15	59	CL00031	245
RF01259	snR63	Small nucleolar RNA snR63	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	6	24	CL00061	255
RF01260	snR11	Small nucleolar RNA snR11	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	6	27	CL00022	260
RF01261	snR82	Small nucleolar RNA snR82	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	25	CL00040	270
RF01262	snR44	Small nucleolar RNA snR44	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	7	211	CL00035	211
RF01263	snR191	Small nucleolar RNA snR191	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	11	199	CL00043	273
RF01264	snR83	Small nucleolar RNA snR83	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	15	CL00023	308
RF01265	snR42	Small nucleolar RNA snR42	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	35	CL00032	349
RF01266	snR45	Small nucleolar RNA snR45	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	8	26	NULL	180
RF01267	snR37	Small nucleolar RNA snR37	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	9	47	CL00041	385
RF01268	SCARNA2	Small Cajal body-specific RNA 2	SO:0001263	Gene; snRNA; snoRNA; scaRNA;	NULL	20	77	NULL	421
RF01269	snR80	Small nucleolar RNA snR80	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	6	173	CL00033	176
RF01270	snR84	Small nucleolar RNA snR84	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	6	9	NULL	568
RF01271	snR30	Small nucleolar RNA snR30	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	25	CL00078	612
RF01272	snR86	Small nucleolar RNA snR86	SO:0001263	Gene; snRNA; snoRNA; HACA-box;	NULL	5	9	CL00037	1008
RF01273	sR34	Small nucleolar RNA sR34	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	4	10	NULL	54
RF01274	sR45	Small nucleolar RNA sR45	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	7	9	NULL	55
RF01275	sR22	Small nucleolar RNA sR22	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	6	9	NULL	58
RF01276	sR53	Small nucleolar RNA sR53	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	3	2	NULL	60
RF01277	snoU54	Small nucleolar RNA U54	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	28	118	CL00008	67
RF01278	SNORD109A	Small nucleolar RNA SNORD109A	SO:0001263	Gene; snRNA; snoRNA; CD-box;	Humans have two copies of the SNORD109 gene, SNORD109A and SNORD109B.	7	81	CL00069	67
RF01279	snoR53Y	Small nucleolar RNA snoR53Y	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	7	118	CL00080	79
RF01280	snoR14	Small nucleolar RNA snoR14	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	7	112	CL00076	84
RF01281	snoR35	Small nucleolar RNA snoR35	SO:0001263	Gene; snRNA; snoRNA; CD-box;	NULL	12	142	CL00053	81
